gene,mean_expression
PUM1,0.37760685107960607
SLC25A1,0.37756375768622813
EVA1B,0.37754522722880574
YAP1,0.37743806641622885
PTGS1,0.37686565024963276
ESRRA,0.3767398797617053
VPS25,0.37662762736543914
NAXE,0.37643821722525633
NBPF19,0.3762255492342624
AMOTL1,0.37607119831916513
DCUN1D5,0.37604704760755137
ECH1,0.37603953586804945
ERO1A,0.3759363227776739
RRM2,0.3757192472008285
ESRP2,0.3755775913349445
TMEM248,0.3755645744551886
CKMT1B,0.3754899568411688
WBP1L,0.3754522823882813
ATG9A,0.3753090981665431
SLC38A10,0.37514393710044047
YTHDF1,0.37513194894356444
TXLNA,0.37502827532342725
ACP1,0.3748471024662059
IMMT,0.3747913082259775
ELAVL1,0.374732800617518
SMAD2,0.37460722700254806
MPEG1,0.37454464409919763
SCO2,0.37437632366620155
CBWD5,0.37421234655163144
TAF13,0.3741853792738441
SPATS2L,0.37416854638927033
ZNF593,0.37401431125422185
PARP14,0.3736955300220196
UBP1,0.3736581069892211
GBP2,0.37341934884127403
RUVBL2,0.37330694240055334
MXRA8,0.37318858612846856
IMP4,0.3730611815949939
C3,0.3730457469278219
CTDSPL,0.37300489292732925
CDCP1,0.3723868488870709
CTDSP2,0.372283598716488
PTPA,0.3722291111650056
NT5DC2,0.37176124625746776
NOMO3,0.37176097670434327
PLXDC2,0.3717565196042029
NAB1,0.37154233690030525
DUSP1,0.3714612894845719
SFT2D2,0.37137146526022463
ADIPOR2,0.371256467867766
RRP36,0.3711127657813347
MGLL,0.37104968588478515
AP2B1,0.37101987487827703
ANGPTL2,0.37101884223274045
SPRR2G,0.37097643444080225
FAM168B,0.3709200503218253
CDK4,0.37090150185472126
MGP,0.37074050075368375
ALS2CL,0.37051318881922213
PCYT1A,0.37048925192940313
CFH,0.37046884202601893
BLOC1S2,0.3704652094485744
COMMD7,0.37043925749742435
FYTTD1,0.3703675889070855
GOLGB1,0.37003618888310247
ELAC2,0.36988450885312446
PCDH7,0.3696199046657575
OGT,0.36952260255024133
SNRPC,0.36934258778955764
AGFG1,0.369157273297673
NDUFB3,0.36910344948930457
GSS,0.3690278707010462
SMG1,0.36889872431064286
KCNK6,0.3688621210144056
CHD3,0.3687600830187466
NBPF14,0.36869864390287177
MBOAT2,0.3685854109411208
TBL1XR1,0.36858513591107944
BEX3,0.36852817237377167
NDUFB6,0.3682517276842468
RTF1,0.3681978521165469
DDX42,0.3681443122690482
SNRPD1,0.3681128650212919
UBTF,0.3680289371420216
TAF10,0.3680254543656545
BLVRA,0.36802074110863225
TGFBR1,0.36788981336335475
IL1R1,0.3677709615043062
NOTCH1,0.36773766123301144
ACLY,0.3677114006501949
CYBRD1,0.36769898573787796
CDK5RAP3,0.36760803250386226
RPA1,0.3673975812332914
POLE3,0.3672866335767784
NET1,0.36727655067151743
UQCRHL,0.3672693613546574
DDX46,0.36707538617959873
RUSC1,0.3669879109358156
GLRX5,0.3668595892901452
TMEM222,0.36683406791840956
STX4,0.3668235947211452
FAM177B,0.3667707306561091
POLR2K,0.3667620944710362
CBWD3,0.36674022084928504
CACYBP,0.36663195744946303
MRPS26,0.36651125014913793
LNPEP,0.36627651654825305
HSD17B10,0.3660524465785121
NAV1,0.36605014615007586
FLII,0.3658299757698119
CAMLG,0.3658018580434338
GJB3,0.36562920830502416
RHOB,0.36549231313810443
RP11.231C14.4,0.36534614486015393
OAF,0.3651778728806025
RBM26,0.364824581200516
SPHK1,0.3648041126793189
MAPK14,0.36468378370566085
RHEB,0.3644526431349334
NIPA2,0.36432726720705727
PRDX3,0.3642502933592591
FAAP20,0.36416901892285475
GAS2L1,0.36414580725577494
TRIM7,0.3640256515697928
MMP3,0.36399959600129667
PPP1R7,0.36398017364523266
FBRS,0.3639181510896872
IDH3B,0.36387886259926866
PPP1R11,0.3638197625956393
BAZ2A,0.3638036416115745
ZMPSTE24,0.36373925749335856
PSMD14,0.36372954955953635
EDARADD,0.3636819738524639
FNBP4,0.3635297069042329
LAMA3,0.36342666596667655
MPG,0.3633757344884983
MARS,0.36285340201282346
EMC6,0.3627913227391164
USP14,0.3627701515442883
NAE1,0.36276122069121985
TMEM109,0.36274309567367
SDHB,0.3626252768055493
C19orf24,0.3626069849640723
SRSF10,0.3624909418752257
SH3D19,0.36221335813501815
MBOAT7,0.3619763143607323
EXOC7,0.3617212494082798
ISLR,0.36160346231614515
NAA20,0.3614934650280618
TFDP1,0.36113085891336005
WDR61,0.3607514509746176
FKBP9,0.360705153708229
CBX5,0.36061573235799144
PITPNA,0.36034639199443214
MRPS6,0.36033296259428493
LYPD5,0.36001688259228176
VSNL1,0.3599973974243695
HEXB,0.3599923024854518
CCDC124,0.3599676418284707
PRCC,0.35990777631469123
SEC11C,0.359890812921603
WBP2,0.3597375215678815
NPIPB3,0.3597119921041245
CCNK,0.3595408335426785
PNRC1,0.3595258378923334
MRPL55,0.35952212007728634
TRAP1,0.35952099548369054
FAM50A,0.3594389840812478
SNX5,0.3590107981781691
UBE2Q2,0.35896131655337005
DLD,0.358913783748813
BNIP3,0.3588737657676075
HLA.DRB5,0.35884733081160003
MFF,0.358761540336522
PDCD6,0.3586919705895399
ACO2,0.35867746685020974
PPP3CA,0.358338826983575
CALCOCO2,0.358331366707355
NDFIP2,0.3582654429834015
ARID1B,0.35814198372971934
MTSS1,0.35798314573946377
TMTC3,0.35770171071519913
NMT1,0.35762093181641685
MBD3,0.3573593370715119
CTSS,0.35723742531822217
TOM1,0.35666191000614733
SNRPB2,0.35650536383422005
NR3C1,0.35633114584727793
CDC42BPB,0.3562169150751553
ITGA5,0.35597974113774616
NUDT8,0.35590605731338065
CPSF6,0.3557639708187406
TJP1,0.3557093883340327
USP34,0.35561994510079853
LRPPRC,0.3555978900746794
EIF4E,0.35554062362933003
TMEM208,0.35553152607568844
HTATIP2,0.35532519714721783
NCBP2,0.355222792198129
DKK3,0.3549191670257919
CCDC6,0.35488176210135813
RHOT2,0.354717766064287
RHBDD2,0.35466909198867563
DCTD,0.3546427830757684
SLC1A5,0.35452720870738785
WDR45B,0.3543923459947109
STRA13,0.3543729805295041
MOGS,0.3541924027072278
ZMAT2,0.3541746821180479
CSNK1D,0.3540621411228022
RBPJ,0.3537416235105881
ZNF655,0.35374031127091277
ZBTB7B,0.3533870360955892
CIZ1,0.353156996409822
FKBP1C,0.35314542869266297
SNRPE,0.3529710071223066
UNC45A,0.35293379243438605
XPO1,0.35270383608657
IK,0.3523125457793277
DHCR7,0.3522672661092897
XRN2,0.352218627140222
DCTPP1,0.35218935267420004
AGTRAP,0.35213484846993
STARD10,0.352063207683579
IDI1,0.3520201181141746
SMARCE1,0.35200563793545525
SAE1,0.35188745245929587
TPSAB1,0.3517379583852575
CYB5R2,0.3516379253112322
KIF13A,0.3510697535084968
DUS1L,0.351044866028211
GOLPH3,0.3509048007626012
KCTD1,0.3508570347203324
CYB561A3,0.35084120823156756
DAP,0.3507864140467533
FAM3C,0.3504343048626224
KIFC3,0.3503101256904223
CUL1,0.35030098636912194
SZRD1,0.35027482488889566
NOC2L,0.3502497434714772
COPS2,0.3501768544414975
GNS,0.34983182024975484
FAM96B,0.3498306980245555
ZNF770,0.3497346127220732
CKMT1A,0.34972905310870006
SLBP,0.3497109952944004
ATRX,0.34969795618625665
SESN3,0.34937402976072385
PGP,0.3490720685842811
MRPL15,0.3489467731325437
SERPINB2,0.34893550338926693
ARFGAP2,0.34891927447046667
SUMO1,0.3488863139653837
RRAGC,0.34879013175601203
CYB561,0.3487871592457326
SAMM50,0.34871940260493994
POLR2B,0.3485476093872493
C9orf3,0.3485304330111734
TNRC18,0.34848060754948107
ATP6V1D,0.3483588909175222
KIAA2013,0.3483489589481954
ZDHHC5,0.34828302118655863
APOL1,0.34822968092580503
SREBF1,0.34813028384024736
VGLL4,0.34809385536127535
NABP1,0.34803131072233057
TIPRL,0.34802350108295876
AIF1,0.34798898145753815
TMEM181,0.34792837214390965
SDF2L1,0.3478700328396251
RBBP6,0.34781330742484684
MRPL47,0.3477852593687986
NR2F6,0.347782150379672
GABARAPL2,0.34770290023147665
RARG,0.3475525321697952
MED15,0.34743748948175385
MAN2A1,0.34742773033135776
DR1,0.34721980680594383
KDM1A,0.3466885672351777
FAM83C,0.34664920885239214
SLC7A8,0.3464644495274452
MID1IP1,0.3463959526887398
NPIPB4,0.3462889278122526
PGM2,0.34626628922310887
RBM42,0.34625663302394727
BCAR1,0.34599714699071765
CLK1,0.3458365709428361
UACA,0.3455807135150527
ZNF750,0.3455393701939788
PLEKHO1,0.34536400207916634
HIKESHI,0.34494088999680333
SAMHD1,0.34490553250178596
SREK1,0.3447350741715621
SF3A3,0.34457870064586993
PPP4R3B,0.3445701139257444
FTSJ1,0.3443659057976394
PLIN3,0.34415138327818834
WDR46,0.34412076092318983
NDUFS4,0.34407641647371234
YPEL5,0.3437562607574147
EXOSC10,0.34370492588703994
YES1,0.3436550774815067
NUPR1,0.34347389507668696
CWH43,0.3434485357427439
GSDMD,0.34336145133372176
PPP1R2,0.34323136155672423
ITPA,0.3430238649101052
DNAJC10,0.342816810931591
NOMO1,0.3427405251029706
ATP6V1A,0.3426748884484073
SOX15,0.3426645016729437
PSMG3,0.3426155233570677
IRF1,0.34260174311352093
EPRS,0.3425498874672991
GGCT,0.3423425919370146
ARL2BP,0.34163831687526197
NUP50,0.341468211288089
SSB,0.3414078495705759
EIF2AK1,0.3412562925738609
HGSNAT,0.3411342807064783
RAB21,0.3411102330941238
MGAT4B,0.34091511331745333
LGALS8,0.34081135070975255
NDEL1,0.3407101883053385
NUFIP2,0.34069538634541807
SLC35B1,0.3406835956535987
TRABD,0.3405935267936315
BLMH,0.34047457494384403
DNAJC8,0.3403341815566385
NME3,0.34010796722592107
RAB22A,0.34006175536983063
ANKRD17,0.33982431523452533
TNPO1,0.33974057105400707
CWC15,0.3397131540029254
CSF1R,0.3396784482610147
FNBP1,0.339610009571377
ANKRD13D,0.33957222064599296
CALB2,0.3395720953923582
NUB1,0.33951534010124523
RNF167,0.33929584103802973
IST1,0.33924272118617366
MFSD14B,0.3391803232397859
SRP68,0.33917883023718337
ABR,0.3390691538668231
BTBD6,0.33887517859308136
CLNS1A,0.3388737288137145
MARCH6,0.3387913650629536
CSPG4,0.33854914293778654
LIPA,0.3384674885464425
MYOF,0.338434734757965
IARS,0.3382634184021034
UBA2,0.3379796271440604
HDAC3,0.3378986165618265
SEPT8,0.3378777809638456
CALM3,0.33780761655198027
RAB35,0.33753012567265145
DPP9,0.33752679052633167
SPG7,0.3373253757245099
MRPL41,0.33729381827230487
GGNBP2,0.33714157814122986
FBXL5,0.33711679728812727
TMEM33,0.3371045647176686
TAF1D,0.3370541586534472
LRRC47,0.33685143810036955
DNPEP,0.33663071193639804
GRHL1,0.33660853256946366
NQO1,0.33657099691447834
UBE2A,0.3362892083823681
RPL7L1,0.3362889808436103
BCL3,0.3362703269088505
BCL7C,0.3360744606678849
OLFML3,0.3360019721436185
NSUN2,0.3359454489800314
VIMP,0.33586473548353113
KRT80,0.3358633781949811
PIH1D1,0.3357713053755413
SAR1B,0.3357705926362252
USF2,0.3354672430860286
CDIPT,0.3354148439914975
JOSD1,0.33528909528788353
ADSL,0.3352759631955071
UBA6,0.33525141247159596
GYPC,0.3352353734685885
STON2,0.33511522244538694
MRPL3,0.3350809295692586
FKBP8,0.3349857146771538
TK1,0.334759850943128
MCRIP1,0.3346326003800954
RSRC2,0.3346033919331254
UXT,0.3344597092379403
SFXN3,0.3343611380073014
RCN2,0.33429645204188807
BIRC5,0.33429398239645736
UGGT1,0.33427364608605964
ANP32A,0.3340367320801643
BCKDK,0.33391444101337564
PTTG1,0.3338048437622604
UBE2L6,0.3336615420828592
RGS3,0.33356855091768384
CD163,0.33321368832461884
TSPAN9,0.33317662045260926
FUBP1,0.33312102138305344
PTPN12,0.33280798992672506
ME1,0.3323252155686056
EFCAB14,0.33225584479159864
HLA.DMA,0.332220358712389
SMTN,0.33215174873340997
DAP3,0.33206234670040624
FBXW2,0.33204531393303777
COPZ2,0.3319616373258316
SECTM1,0.33189268908555936
HYAL2,0.3318718173448613
PPM1F,0.33181942804463654
HLA.DQA2,0.33171353713664786
UBE2F,0.33160212061164396
PRPF6,0.3315563292446121
IDS,0.3313029636413056
KLC1,0.3312886732303544
UHMK1,0.3312113413846256
F3,0.33108925404927586
INO80E,0.3309270633470933
MANBAL,0.3308990940155572
FBXW7,0.3305165623592225
TNFRSF25,0.33051038131315186
PPP6C,0.33039011769243426
GTF2H5,0.3299307776553347
DDX39A,0.3299089598882672
FH,0.3298902624835636
CCNB1,0.3298632176407915
PUM2,0.3296187126281246
CBWD7,0.3295095965315569
ZC3H15,0.3293532236719763
MCFD2,0.32914911447376605
CD36,0.3290296292166836
MEA1,0.3289456997091407
PPM1G,0.3287896796912942
MXRA5,0.3285298565316279
NOP58,0.32837486175807895
PIN1,0.3283649559644674
PGF,0.32815755684150766
UBAC1,0.3280879036332203
CCDC85C,0.3279585351316345
CAMSAP2,0.32789659717225084
NANS,0.32762128455157313
PRPF31,0.3276120554532436
CYBB,0.32759826129536757
SF3A1,0.32754632307598924
EPS15,0.3271932750446907
ALDH3A2,0.327148189237773
PSMA3,0.32708842322131654
ATN1,0.3270410627669451
SLC12A2,0.3269096068939231
FOXN3,0.32690218853338665
FARSB,0.3268033859646873
FASTK,0.3267659755139951
JCHAIN,0.32655523406551373
PPP1R14C,0.32651448989940796
FPGS,0.3264950490402465
SMPD4,0.3263760074134299
SGTA,0.3261997044234481
ANXA4,0.32605128298630776
HOMER3,0.32580454714152196
IRF6,0.32579565134565563
XPOT,0.3256516049042443
CPSF7,0.3256450952678327
COPS8,0.3254753601866842
STEAP4,0.3254494551100478
DERL1,0.32542657403164355
ARHGEF4,0.32540484044133433
LUC7L2,0.32539842339442265
TENM2,0.32539497557657443
ENY2,0.3253722446939803
CCDC50,0.32531876388369807
SBDS,0.32517331929889737
VTI1B,0.32516217944736514
COX7A1,0.32515108077139254
BCL9L,0.32509737456871185
PNN,0.3250525254534175
PLA2G4E,0.3249345729189203
KIF1B,0.3247257683746862
ZFAND5,0.32462241475945275
TMEM141,0.3245497319773333
TNRC6A,0.32451446874943
CLU,0.32443280875781516
FBXO7,0.3244136141625461
MAN1A1,0.3244113504935969
NT5C,0.3243104022070272
FAM21A,0.32417976449163544
NASP,0.3240068434484747
ERBB3,0.3238341263587901
AP3S1,0.3238009898029021
PRMT2,0.3236971668257619
LRRC8A,0.323554755367388
CHD8,0.32347416169694715
ZRANB2,0.3233322338602006
AKT2,0.32317825744779693
XAF1,0.32299858358818173
PDS5A,0.32292044278702986
CLCN3,0.3228848724817203
CEBPG,0.32262776167878254
FAM134A,0.32237557195965816
VAMP5,0.3222834209831345
OAT,0.32227929321345905
NOP16,0.32225816297215343
RBM15B,0.3221017121281845
LEPROTL1,0.3218738573868543
WIPF2,0.32186867782710404
MRPS18B,0.321754916564913
MYO1D,0.32171053320958914
TMEM189,0.32159797775725657
CCNY,0.32155620721199657
SPG21,0.32148526776705355
IGFBP6,0.32132554939941854
ZFAND6,0.32128218635423295
SLC27A4,0.3212752762367789
GNA11,0.32122062316892164
COQ4,0.321104104797177
MYO10,0.32105454121599136
MKKS,0.32104811319057514
C6orf89,0.3210348083779512
LFNG,0.3210078208454397
BNIP2,0.32093741113184304
ABCF2,0.3208751408568281
LETM1,0.3207828875951814
C9orf69,0.3207491625174387
ARSA,0.3205386475222
SDCBP2,0.3204570028758207
AKT1,0.3204380012308525
PET100,0.32037212672513843
CDC123,0.32032971148261963
NDUFV3,0.32023401810041324
VPS26B,0.3201235095594103
KIAA1217,0.3200427680122142
RBM12,0.3200417384998688
DNAJB11,0.3200023699033734
POM121C,0.3196562213317448
UBXN1,0.3195984031240277
FUNDC2,0.31946590611871506
WDR13,0.31946138339425556
PPP3CB,0.319129400399347
RAD21,0.3189551044280166
LCMT1,0.3189430559017011
IDE,0.3188675989871783
GLTSCR2,0.3188564081164385
DDX18,0.31880301732989336
IDH3A,0.31873435048472804
MBTPS1,0.31870653398877735
MSRB1,0.3186619825513158
PNRC2,0.31861052486971514
TMEM205,0.3184449885114534
MLST8,0.3183951314711413
FAM83A,0.31824930890506464
HES2,0.3182050937552326
AGAP3,0.3181371401427992
MCMBP,0.31776842289906465
GTF2A2,0.31773650638808476
RP11.347C12.1,0.3176670153162732
DICER1,0.31758108505646127
SLC25A46,0.3173916930739848
PSMB9,0.31738382099282664
PPIG,0.317276416136729
RSU1,0.31722321830048467
RPF2,0.3171625035685419
FGL2,0.3171396746442018
EMG1,0.3170554203456206
HEXA,0.3168421397540743
AP1M1,0.3167991631029063
HECTD1,0.316587033650733
URM1,0.31650493836758153
NCK2,0.316335794941479
PPP2R2C,0.31615763169941524
TCERG1,0.3161213889422006
ROCK1,0.31605467034984897
OGDH,0.31603912261641576
AKAP9,0.3158634061992958
ATP2C1,0.3158618687645884
RBBP7,0.3158133863070548
TUFT1,0.31580524494415085
RIN1,0.31577649512729106
HMGB2,0.3155316301923714
GRPEL1,0.3155184853945347
CSRP1,0.3152976929154617
RFTN1,0.3151149665135027
NLRC5,0.31483133736726465
WIZ,0.3146969531200185
EIF4G3,0.3145385138098373
ETS1,0.31448442873773197
LYNX1,0.3143178074071739
COPS5,0.31420133635401726
NARF,0.3141492217384427
SPAG9,0.31410001844957175
PAK2,0.3140351376835479
ETV6,0.3139761455899832
COMP,0.3136663000463255
RAE1,0.31357475096322845
MDFI,0.3135344180839741
MAGED2,0.31347847865610723
CYTH1,0.3134120232271438
TXNDC9,0.31337503691678803
DCAF8,0.31318864988668865
PTPRZ1,0.3129236921174637
GSK3B,0.31290746137302444
HECA,0.31279995598343036
STAP2,0.3127674915587271
SLCO2B1,0.3127002018374323
IRF7,0.31269859117980037
CD52,0.31267150691309514
NDST1,0.3125642304191526
CDK6,0.3124596457805065
PSMG1,0.31243674190628606
MRPS10,0.31229755664799386
MSL1,0.3122351799184913
PLEKHG3,0.3122148134357092
ASNA1,0.3122128908158533
GYG1,0.31214918916588585
KPNA3,0.31212278327207693
KDM5B,0.3120914864668388
KLHDC3,0.3120751937246875
TPR,0.31197882118011944
PPA2,0.3119233816319349
LRRC41,0.311857655619746
WBSCR22,0.31184740756817214
APOD,0.311832620015997
ADNP,0.31168717483909714
TMEM256,0.31162329523867327
LY6G6C,0.3114249864654825
DTD1,0.3113989569740185
MAF1,0.31134412301988
EHD4,0.31116841607634593
RNF181,0.31111135474400015
ANKRD10,0.31110655151258243
OAZ2,0.311081272062679
SETD5,0.3110486088406961
CPVL,0.310955915402695
MPST,0.3107468800384872
SSBP4,0.3105071114240498
TYMS,0.31043561920523643
CFLAR,0.3103376023027281
WDR18,0.3102962234310362
PEMT,0.31009627128673706
PRKAG1,0.30978588000038604
XPO6,0.3097680433597786
FLG2,0.3097301877739019
DECR1,0.3096789259784269
PCSK7,0.30954465751122956
DERL2,0.3095010253816646
GAA,0.3094938795840898
EGR1,0.309413933497391
NELFCD,0.30938677933831876
ZCRB1,0.30934312784217843
LYPLA2,0.30932437702520005
IL32,0.3093238298516005
SMARCA5,0.3093236635457601
SEMA3F,0.3093098574718892
NFIA,0.3092896270238801
HAX1,0.3092810834036363
MTA2,0.3091580494744888
RBCK1,0.30913793248747357
U2SURP,0.30911129325726966
VEGFA,0.3090961262929124
JAGN1,0.3090566322454159
ATMIN,0.3090051009214872
MRC1,0.30894367140255224
SCYL1,0.30892361002351276
MRPS11,0.3088035701175794
TSPAN14,0.3088015973913354
CEP170B,0.30875770500953625
AP2A2,0.3087075752582376
ITPK1,0.30866556155760555
LRRFIP2,0.3084914008562533
LINC00116,0.3084505073084737
BPTF,0.30844986875424324
NDUFB5,0.3084467582108564
ZMAT5,0.3081437036987172
EIF2B1,0.3079849114974603
WDR55,0.3078466860565129
PARD6G,0.30773503937764674
SRPK1,0.3076064840501902
GTPBP4,0.3075960481551704
EML4,0.3072758216336863
C11orf31,0.3072059169806392
LARP4B,0.3071487249424126
MTHFD2,0.3069130023879721
CTPS1,0.30685256890311147
PRKACA,0.3066400567328693
NPM3,0.30661377076380303
NRAS,0.3065297928768278
NECAP2,0.3063963797461513
ATIC,0.30639284015293944
MARK2,0.30638767260786715
TGFB1I1,0.30633540160411243
PES1,0.30587245805176677
DIP2B,0.30578118244445085
RAD9A,0.30574015249183634
ARL5A,0.3057398224459184
SLAIN2,0.3057371099905068
NEK7,0.30572650865312445
WDFY2,0.30566332425108017
ADK,0.30560808525180183
THRAP3,0.30549258425437065
NKTR,0.30542510259427774
DDR1,0.3052669155429925
C14orf119,0.30525525252254593
PRPF38B,0.3052394686155761
MLLT1,0.3052020778521797
MRPL40,0.3051193252649923
ALDH18A1,0.305106201412662
CDHR1,0.30506942337317183
CTBP2,0.3049442060291767
SRA1,0.30486758583724893
BAD,0.3047431739700946
MTUS1,0.3047005870188309
PDLIM7,0.30466886106508456
RAB38,0.3046161944404343
POM121,0.30439250958182956
SYF2,0.3043552875420116
DUOX1,0.30423291145965753
PJA2,0.3040092371108121
GLYR1,0.30381418189761655
MRPL24,0.3037107466713877
RNF40,0.30369986680071087
MTHFD1L,0.30366219629515084
USB1,0.3034027974731875
SEPT11,0.30325393400938305
SLC16A3,0.3031218852477753
NMU,0.3031048853912496
FHL2,0.30303174985066944
EFEMP2,0.30280847605687894
EPHB4,0.30279127466461514
BAZ1A,0.3026623476962775
POLR2H,0.30263613309982595
EBPL,0.30257112730220453
PIK3R1,0.302569385790667
PACS1,0.3024502930953013
THOC2,0.30235609567619315
TRIM22,0.3021494520963817
SS18,0.30205623553880795
CLEC2B,0.30197013036304754
KLF3,0.30192596842812386
TSC22D1,0.30192282610875093
DGKZ,0.3018925570642317
UROD,0.30177590216429817
GNL3,0.3017527150693319
ADAM9,0.30164230360791383
CLPX,0.3015900674639948
NDUFA5,0.3013671780165458
GYS1,0.30119438814801097
CPE,0.30114925872312476
GTF3C1,0.30114059157620204
FARSA,0.30110441604690835
EML3,0.30109897453263895
AKAP13,0.3010763032300188
MAN1B1,0.30106467102339723
UBR5,0.3010460760271707
STIM1,0.30103251412017457
NEMF,0.300995122641325
ARID1A,0.3008794100671415
DDX41,0.300871352856325
WDR34,0.30083871798108747
MBD1,0.3006535856336947
SMARCB1,0.30048379334096875
PSMD4,0.30043370432115546
CRELD2,0.30039648595728624
PRELID3B,0.3003130950379056
MRPS12,0.3002058794808309
C16orf72,0.30010550594981145
SLC35E1,0.3000404959581546
MRPL21,0.3000328905929793
CASP1,0.2999457730017356
EMILIN1,0.2997823055858249
OSMR,0.2997571704354112
RTN3,0.29970795937523936
SMAP1,0.29958108368496233
MRPL13,0.299364549878812
MYO9B,0.29933044593164465
ALDH9A1,0.29928201853932923
SAFB,0.29924287873980226
FO538757.1,0.29922665717289937
SMC4,0.29895802318359055
GGT5,0.298930192353907
NBR1,0.2989170098837638
SLC25A28,0.29890679037630163
UQCC3,0.29886165638731804
SBF1,0.29883081438821674
MREG,0.29878618454696326
NDUFA8,0.2986770567811088
UQCC2,0.2986744326718201
ADAP2,0.29864923816346967
MYADM,0.2985807935528408
RBM10,0.2985757433174067
FARP1,0.2984784723857775
AIMP1,0.2982970822775206
G6PD,0.2982720561720283
STX5,0.29823183700047584
FAM46B,0.29818253150049423
GOLGA7,0.2981558759135521
STT3A,0.2980771493783455
POR,0.29804657340444474
UBE3C,0.2976925913121132
KEAP1,0.2975804904438802
ARHGAP5,0.29752797690152333
ARFIP2,0.29748212148910325
PPP4R3A,0.2974454930039826
NAPRT,0.2973729856312275
PLEKHH3,0.2973390606460192
ASS1,0.2970423860512427
PFDN2,0.29702918971611175
YTHDF3,0.29695746282868035
DGKA,0.2969281802459663
DGCR6L,0.2968770065992479
VPS4B,0.2964303928445901
SNW1,0.2963902840995236
ZNF385A,0.296380370904673
TCOF1,0.2963256545562223
MAPKAPK3,0.2962999252590123
DDX56,0.2962788869164243
PPP1R12C,0.29627717261677544
TSKU,0.29621285057028396
RAB3GAP1,0.296209763464154
TTC22,0.2962083731414072
PYURF,0.2960943275236136
VWA1,0.29592075971084714
GPR153,0.2958182587923593
RNPEP,0.2958119046066376
TFAP2C,0.2958064204118899
SLC39A13,0.2957961802796418
TOX4,0.2956976482755696
CREB3,0.2954871403361788
MAP7,0.29546273467655215
FAM20A,0.29506146419324625
DNAJA2,0.29475737113925005
RAC2,0.2947163169105716
C11orf24,0.2946922185503884
RNF6,0.294672104129136
SLC6A6,0.2946672161288609
HIPK2,0.294626135255722
AFF4,0.2946037177415873
TSTD1,0.29451828578252665
UBE2J1,0.29451576538926716
ZMIZ1,0.2945123537141361
PPP1R12A,0.2944716653780432
NRDC,0.2943761625283996
ATG3,0.294307937389178
ISOC2,0.29427859905046344
ARFRP1,0.2940732838203575
PREB,0.29401941876241705
IL6ST,0.2939785083151416
MFAP4,0.29396454469356315
PEPD,0.2939137765360589
PDCD2,0.2939016678870119
TRIM44,0.29373117501767265
CHFR,0.2936292401952854
HACD2,0.2935506420222339
VMA21,0.29349345499217905
ATP2B1,0.29348409538533515
DSC1,0.29274531295954787
C7orf50,0.292724040417087
POLR2I,0.29264668843998815
PCYOX1,0.2926202579000533
FRG1,0.2925177106004677
MRPS5,0.2924619494437777
APMAP,0.29236131126912224
DCXR,0.29226074510852235
DOCK6,0.2921666616191532
YIPF3,0.29212990992807397
ADGRA2,0.2920739841678285
AKAP8,0.29206524066479
BZW2,0.29203688565468944
ARHGAP35,0.29203466239650516
TMEM230,0.29174495513076026
PRRX2,0.2916677022069101
DLG1,0.29164399381800993
POLR2C,0.29151794109616846
ETHE1,0.29132637349481616
DCAF6,0.291257627875797
TADA3,0.29124295950824064
NUDT5,0.29118417985490613
PARP12,0.29098199391799257
C12orf75,0.2908728485865309
PMPCB,0.2907607159423118
ERP44,0.29075009886496117
TTL,0.29057974763066563
ALYREF,0.2905477485712001
BMPR2,0.2905121883069048
RCAN1,0.29044223907372807
FAM21C,0.29038075786947415
NDUFS1,0.2903781747630495
EMC7,0.2903553472696156
CDC20,0.2901651354025531
JARID2,0.29014466535176664
DEF8,0.2901360239364848
SMIM12,0.29009238734150566
ATF5,0.2898619948633459
NREP,0.28983630881404243
ITM2C,0.2895755304257996
CRK,0.2895040827377742
TSPAN17,0.28944715267873755
TMEM176B,0.28942365838301104
DYNC1LI1,0.2894068103999097
ECE1,0.2893910708757031
SLIT3,0.28926376956484173
ABHD14B,0.2891584801062053
DUSP14,0.2891188001395851
LEPROT,0.2888080489309813
WDR82,0.2886422247138639
AMMECR1,0.2885351263184026
KLC3,0.28838142693437485
EFNA1,0.28835488939719484
BCR,0.2883066268798137
MAP2K3,0.28822584358962955
ACSL3,0.2881598961817113
DAB2,0.28792023690824475
RRP1,0.2877007591359268
ARRB2,0.2875442751837487
ATP10D,0.28747857144928923
BIRC6,0.28741498562871226
KCTD15,0.2873860156249921
TMX3,0.28726154314169033
DHX30,0.28722799332528715
YIPF4,0.28712414989605645
TJP2,0.28712296179983
CDKN2B,0.28702655535758725
GBF1,0.28668382174230567
PARVA,0.28665835153780234
EMC1,0.28650125945048616
PLBD1,0.28644393855668854
TM7SF2,0.28637513501063877
MICAL1,0.2863356565550858
TMEM203,0.2863101903719223
CDK16,0.2862808159891738
SEPT10,0.28625211065376044
TPGS2,0.2862151801980884
LIMS1,0.2861754336696587
STX12,0.28610128117416866
ILK,0.28604534117887354
TCEB3,0.2858784585845786
BTF3L4,0.2858541311313774
FLOT1,0.28584367517899995
LOX,0.2858173159129967
NPDC1,0.28553567355535675
MINK1,0.2855211886891861
DDRGK1,0.2855126509899335
GALNT2,0.2854768484090732
ZBTB4,0.28536657567154494
RASIP1,0.2853278352428746
ARRDC3,0.285197374417095
TRAPPC1,0.28509504676161224
